hold_1,flight_1,hold_2,flight_2,hold_3,flight_3,hold_4,flight_4,hold_5,flight_5,hold_6,flight_6,hold_7,flight_7,hold_8,flight_8,hold_9,flight_9,hold_10,flight_10
85.05243,127.21945,21.167067,110.806244,35.970554,384.8748,107.72497,404.58286,25.88444,299.4127,19.570795,48.477455,72.40304,460.31335,82.31329,150.14145,111.11677,96.64578,177.3199,408.31705
73.46978,114.66952,14.96217,94.47578,30.519663,381.28094,106.089935,407.96564,21.595922,312.18478,13.884082,42.3127,49.02003,489.20038,75.06363,137.10332,97.4277,111.5955,167.64677,449.24554
93.87875,126.9479,25.4684,120.8484,43.807594,356.72433,117.98246,515.1597,25.724874,299.33762,23.998987,62.520298,71.88956,490.6937,107.77209,147.64267,120.10981,115.643814,173.95866,461.6747
91.73869,98.19478,22.36549,101.6522,34.93089,364.55496,95.459694,316.303,29.371893,266.09747,21.402954,48.092384,73.722984,385.26343,64.92483,164.06526,97.51646,105.55088,147.9772,316.12146
66.44969,94.32648,20.35155,91.16078,55.676445,383.62643,161.13708,993.3548,8.129809,368.1253,10.758909,48.50309,39.458546,844.22253,181.89255,50.016193,93.02703,65.28138,227.55109,724.4409
89.51962,77.51462,21.575712,91.69502,39.04425,334.45068,85.9592,407.61505,25.996964,257.14938,20.770151,47.311165,61.631615,423.34622,62.066395,120.39703,100.6267,81.6105,145.92667,312.3757
85.22406,134.76067,20.865623,114.91522,33.072826,345.52957,106.38111,367.5067,26.87297,248.47606,19.93145,52.421467,83.58401,433.66104,80.87653,161.87143,103.86576,125.77902,164.10191,371.88266
86.17818,122.9204,29.973526,141.48439,43.291653,312.1217,92.67895,365.44656,36.70622,243.54576,28.099707,64.551575,70.512184,372.46872,79.65085,189.38216,110.73205,151.87259,154.48526,356.9946
88.22122,89.53942,23.797606,106.92433,49.57525,345.18085,123.11176,586.2081,15.053768,272.83725,18.636705,47.706688,69.74157,527.80115,115.87495,105.79956,105.19652,74.560104,176.12744,464.56543
63.92183,76.50551,11.835568,70.71465,29.11047,365.41855,97.1989,572.3942,11.525149,299.68423,7.8899307,28.768162,36.152145,573.2663,80.647964,68.77751,76.148506,58.833652,184.82451,508.95496
56.00479,101.152115,15.58456,94.36888,24.426891,356.59897,76.347496,385.46313,28.68515,272.50995,16.44688,41.26176,52.37141,393.28186,54.77806,140.08798,94.24647,97.99233,148.76146,391.73135
92.936745,93.911705,23.037064,100.14263,39.994457,320.40698,117.00365,404.3681,19.9448,222.25978,19.456577,47.989727,44.88532,493.81647,72.757225,121.60964,96.65735,94.3999,177.30818,381.96613
31.16792,63.24688,5.8885126,58.93662,20.82139,328.01514,91.90025,877.95667,5.3152146,332.45456,3.661863,20.432281,17.522661,771.137,93.13534,30.904364,55.077213,56.143612,244.16446,740.26776
79.231606,98.332375,20.942406,106.20803,36.445187,330.18903,101.27619,464.357,22.817911,283.64392,19.09109,47.915874,69.32382,428.89014,78.353966,129.72989,109.9628,104.97708,161.21469,360.99683
95.386284,108.147865,30.463295,124.934105,47.557705,325.389,105.97433,385.94885,31.647879,263.9884,25.690897,62.460827,69.13515,408.47656,79.98921,159.97693,104.73189,107.15643,162.3406,347.53745
68.02804,81.711845,16.215363,79.34537,34.7353,369.11026,109.35174,618.6336,12.114141,294.82565,12.680287,40.170113,41.686512,573.77,94.38567,85.00697,90.8571,61.94534,163.61665,513.026
53.812496,101.47709,13.690338,94.49271,31.970392,325.1427,109.00384,548.24646,12.524124,294.2548,13.697663,39.172333,54.849575,528.1763,86.76499,77.28792,81.82638,75.459206,174.07217,543.6775
75.26787,105.26089,15.407018,80.25179,25.818064,350.8048,80.89627,330.5296,21.346449,240.76239,14.396865,37.571392,56.085583,433.74728,60.72667,168.31923,98.92295,110.04447,133.19987,344.12674
63.227863,119.61399,17.136438,92.52624,29.322666,357.83478,78.703606,400.55524,22.234215,293.72675,16.513018,41.327644,41.412876,463.44885,53.239902,132.73376,89.03031,98.09096,134.09756,411.14462
68.193016,81.954445,19.543434,95.90443,37.962185,343.09134,79.089005,538.8996,21.148985,252.78679,18.059269,37.133152,45.09906,482.19397,62.27069,130.0253,97.26065,84.09782,160.32639,411.91946
90.95193,111.21809,28.283648,116.304756,51.37291,383.15402,100.02249,497.98007,38.91443,292.23312,24.014982,65.80774,50.527107,465.39734,90.308784,186.111,109.94079,134.74797,198.68582,441.01923
63.659454,136.9675,22.862593,129.50175,32.48819,315.9786,94.01934,328.41656,34.51152,247.57787,24.001026,59.163086,67.22628,365.2294,68.16001,164.50385,100.418755,163.5428,151.3534,367.26822
86.86273,141.82693,22.57799,116.122696,40.264328,379.3048,116.7276,460.26187,24.36985,332.67255,21.031391,61.220436,59.1307,515.048,98.97334,147.11081,110.196625,106.9398,180.61569,480.05585
57.902115,105.319305,15.146186,75.68553,30.103796,362.84912,95.595215,563.5685,17.053968,313.6768,11.390631,40.177692,44.88067,546.0906,95.96229,94.014206,98.14626,82.77836,173.09834,535.0935
96.15222,137.05678,25.778107,129.8266,40.47955,386.67398,109.865295,374.74948,38.223564,274.39264,24.268099,59.667076,93.69364,429.4094,87.88819,194.67842,120.366066,135.67188,183.46819,379.89627
46.165886,89.97024,11.505419,76.67738,26.811565,387.37122,88.43379,724.0462,10.026983,382.39313,8.433965,29.68163,29.46433,729.83795,79.12164,67.874176,76.67868,63.527046,176.84573,607.2778
64.071526,114.50317,18.14169,90.96061,25.601671,316.11517,86.228714,296.84378,20.106087,228.8503,13.892566,41.476517,59.787964,392.5276,61.323338,150.27187,91.59241,96.96619,111.61704,331.6408
90.092476,121.50969,22.829893,109.515236,37.043415,335.8927,102.60484,356.26944,26.304108,276.34686,21.125275,54.42232,66.28622,428.78268,75.31563,142.92967,101.986206,107.06618,153.90569,342.66748
82.333626,113.29396,22.519445,106.212975,42.556046,362.4301,124.73473,592.0471,16.736952,331.88803,19.516905,56.144367,57.97566,568.90857,119.87602,114.153854,106.34093,89.86742,185.86232,518.30414
60.516468,81.707405,13.158809,77.03332,26.020618,356.7624,74.879974,443.74942,17.752071,271.39365,10.685193,33.492275,44.239418,435.60757,54.732323,109.97404,85.54096,74.559006,140.72441,394.73712
41.909145,69.50295,12.498401,78.59552,38.069977,309.66846,112.286064,939.06,8.985819,327.675,8.337853,39.00889,27.175627,734.8685,113.55268,42.305862,73.79577,68.696526,226.84084,714.28674
67.24355,66.2701,15.221294,77.04656,33.9193,385.1215,81.65564,648.0758,13.101991,313.2424,11.353019,31.866821,28.178637,609.2029,66.16209,85.4019,83.916214,63.335167,175.33891,481.90836
79.51148,115.81627,20.183226,90.73462,35.999184,360.84534,111.12879,494.0276,18.15771,321.33786,15.53101,49.052853,52.63811,538.3178,91.003075,110.85726,98.09447,87.491005,161.2296,437.3833
89.07494,111.09353,23.48414,110.41222,39.659912,357.6124,94.886444,415.04135,31.556644,288.03616,22.783049,55.72207,58.552338,428.5986,67.29572,161.4023,107.21874,119.15619,160.01184,374.5545
86.34425,95.35981,18.439451,103.75735,38.03128,355.1228,113.55695,469.80722,21.758324,277.3868,16.116316,41.73295,56.09004,492.89435,82.2672,111.34206,95.39959,91.964226,199.25217,429.50818
66.84048,113.53101,21.950758,118.990456,56.16699,334.8222,165.1231,693.11505,14.048997,273.89328,20.390146,50.636173,61.893494,644.5714,149.25716,78.23857,99.88154,94.57297,259.8907,668.55457
108.37002,100.63685,28.239433,119.68063,51.085888,344.13116,123.65521,446.34018,24.278906,279.64767,27.153585,51.636257,64.01126,494.12308,88.713356,135.35329,111.55902,94.67375,190.0845,369.1545
88.97855,119.62432,32.8361,114.91968,65.32161,382.65295,164.28923,743.07587,15.465406,350.0301,16.46744,64.63612,63.7432,675.089,200.73996,83.31897,115.18617,88.16697,228.36797,583.24225
65.76211,86.95818,17.250925,96.50261,31.914713,305.366,75.58959,418.43182,28.896914,251.14243,17.125975,47.24067,54.851643,360.52493,48.645542,137.41563,88.87679,114.70607,139.90132,337.0885
78.57352,69.454834,19.519957,83.8886,33.933647,319.77454,83.90691,440.52155,20.380222,233.58684,14.6464205,45.22413,48.31411,395.9791,62.162777,103.88396,90.23492,76.02795,130.76546,351.5366
75.57825,95.66671,18.141869,101.8269,34.11222,319.49817,90.03789,381.7215,22.005302,246.13051,15.813253,41.484528,52.62269,400.94016,59.775883,126.06739,90.08529,103.511734,137.54648,316.84558
50.720036,61.785164,11.50493,68.194534,22.102814,318.49936,56.339424,451.9911,12.1553955,253.0945,8.9654665,24.495623,30.796947,408.4808,33.72044,79.41228,64.71112,53.760387,102.72688,349.7897
60.288197,83.71861,19.34635,93.97179,32.958652,333.3838,69.76215,417.72403,32.41556,260.35522,14.518469,48.519165,37.249203,369.5249,54.153072,143.72409,77.6337,120.94453,147.89903,348.5646
75.84836,111.532486,16.343506,84.05014,30.604166,384.60565,92.8396,468.3097,19.737919,319.47406,14.257975,45.62682,50.998573,496.29904,79.871,147.60149,104.98172,100.11288,154.09633,475.49802
88.4175,114.597336,23.515066,108.72572,33.449787,356.87137,94.293396,327.58783,34.39661,255.41357,24.021822,57.011917,68.66897,393.36252,64.459885,185.24303,109.5032,107.931,152.1045,343.92603
72.00047,146.04178,23.23149,103.08207,29.966879,358.3498,92.88188,295.78156,32.632225,259.41718,21.693033,64.411545,58.963013,402.91898,62.702602,176.89647,89.42287,138.75877,134.16129,367.23328
96.97898,152.2222,29.822601,132.8196,44.7417,369.1716,114.80247,363.4279,33.56639,273.95172,24.347944,67.696465,82.6846,452.94766,99.9708,198.12103,128.03401,137.49777,152.9468,418.1941
89.13953,110.80264,28.125513,138.03282,51.767586,324.27393,120.49949,510.94724,22.852,288.32083,24.500044,66.282906,61.66113,500.48935,101.343956,145.11238,110.844376,123.84231,184.56152,438.9555
71.32335,92.43606,15.405223,94.94217,32.501205,343.17307,90.95689,453.3345,20.63775,312.19592,13.644714,44.134113,42.251072,471.11813,63.406197,112.63431,89.66383,97.020645,168.11737,416.79056
58.501465,74.55592,13.726155,82.2049,28.160864,335.79803,81.74395,529.15234,16.884201,280.58405,8.251772,37.861122,41.7834,459.05795,78.578476,98.84077,78.842636,103.45332,165.39767,393.90344
89.99612,107.176216,22.966131,101.58453,38.581215,350.2624,91.20318,355.90192,35.12316,269.0299,21.511417,55.615517,65.550224,405.42203,67.22862,178.6383,102.82507,111.977,159.59897,336.34604
62.560436,99.6168,14.779166,99.51489,32.12233,306.8264,126.55546,570.24316,12.93113,264.3015,12.064593,39.124382,42.936604,610.74457,80.41245,71.65379,87.777084,106.627525,210.63947,531.6247
83.55266,136.88124,24.92623,102.8843,37.620796,367.96054,99.29177,396.2266,31.311256,296.17163,19.825556,62.638916,67.109566,448.45276,87.81652,159.60738,116.45892,124.3349,151.78694,405.89114
56.26174,105.56866,12.994658,92.965805,21.419306,309.2245,79.83005,287.05927,25.527538,244.34834,14.133143,36.078922,55.289837,334.55405,50.22709,144.218,90.23873,126.84249,138.53197,319.75485
71.84587,116.91647,18.438227,92.39691,25.110872,350.394,78.697044,281.16116,31.08922,240.96062,17.310507,49.133453,73.23809,338.48138,55.306396,183.77464,94.09221,111.486115,118.507515,291.82626
74.81969,134.21774,20.641207,121.65857,30.419834,341.27997,96.62177,279.35797,35.01287,254.0243,25.054026,51.66223,72.389404,360.79153,60.1986,183.58066,102.29075,137.55861,148.6195,340.79358
64.986435,113.16336,19.204834,105.12295,25.572351,327.36472,82.3362,274.14093,31.348078,236.5907,19.86168,49.929565,65.9176,334.4585,52.08496,158.50478,88.621445,120.68216,123.387314,300.13147
81.01271,82.21569,21.239342,86.40025,38.71779,344.921,105.51673,578.60706,19.202982,255.1654,20.566586,46.932003,48.207897,516.05035,96.08938,117.07092,105.395065,79.39709,181.41351,475.1498
82.77401,120.661354,30.146381,130.97464,44.280773,365.59348,103.360374,410.26245,46.297176,284.877,24.594568,71.42719,74.5597,426.69794,91.31729,183.3426,117.53589,157.97577,176.26135,411.4282
52.15615,106.938194,12.99131,98.59551,25.18095,303.81216,87.86078,350.06528,20.968428,240.86238,12.773583,35.758785,65.76056,411.4836,54.731884,111.82082,99.009865,110.20652,150.89632,377.79712
89.817024,109.21208,21.603872,92.53396,33.497025,381.85577,87.039894,348.81592,30.36066,255.42001,21.356535,50.61646,62.11596,452.59622,62.631927,179.51395,109.89064,93.356514,143.34753,351.43378
68.44014,71.9223,20.533888,102.97463,36.877037,334.16037,81.19543,451.1977,22.77706,258.01,16.704674,39.491665,52.29969,401.5883,61.366077,122.46298,84.875015,87.21995,143.30272,363.58405
94.39677,134.17676,26.44285,119.077866,36.195297,354.8304,101.10484,330.6911,35.017014,271.30716,25.742252,60.526917,76.517044,389.5886,71.03943,193.81754,107.44641,123.07009,158.54626,334.72556
94.82447,111.84659,23.556934,111.67624,42.200546,360.03104,106.74155,401.24597,28.247196,283.35324,23.507397,52.294178,67.677635,438.31415,76.997345,160.35616,112.09726,104.73102,162.50633,392.51132
61.895348,112.8931,17.382675,83.47611,24.832092,355.33887,73.682,278.77307,26.230717,264.22314,13.062138,39.918385,54.195717,355.74225,43.92925,146.29883,85.69562,108.33397,114.45029,294.87994
58.178886,120.52566,19.755016,123.22953,29.433481,315.2206,92.0049,325.38745,23.091825,233.28056,17.26473,49.051144,64.40822,385.56668,64.54943,141.41095,90.004074,130.81902,139.02217,355.4883
84.599815,96.348206,20.238176,95.52013,31.942368,314.73865,85.81106,358.35056,21.378561,247.46297,17.799036,42.912,46.905327,415.0429,56.419064,127.99434,86.39015,87.22812,139.98343,319.5793
52.465897,115.89811,15.277932,111.70097,28.400389,346.50336,93.5895,421.90625,27.764137,258.4887,18.050312,49.2921,57.484306,446.89175,66.423515,123.236824,87.1483,117.46086,171.1692,503.8471
66.32115,121.870995,16.796251,93.52547,31.880209,349.24814,107.07855,473.9993,17.875084,287.10785,13.915333,40.200317,62.005726,508.25,80.90941,110.28379,97.97614,84.78765,167.79295,481.00854
80.72008,96.25907,26.985235,121.62685,39.198215,323.74716,87.56487,343.79926,41.278805,248.61743,25.712687,62.351234,74.19041,311.77075,62.51418,169.39705,98.34129,150.74774,137.63591,289.2759
69.0247,65.26528,17.23234,79.28142,35.133045,345.64157,80.212845,530.79504,20.337044,259.21155,12.151677,37.29416,37.52277,468.01657,73.18068,113.11393,88.113884,80.97356,172.52695,376.35135
95.754166,133.4859,26.681318,111.35794,51.045086,414.8645,132.5724,591.3922,29.482595,343.93402,26.789501,81.9764,55.427402,539.09094,138.80133,160.33426,119.73518,127.16774,206.60788,583.17725
88.890175,87.7947,20.848059,104.412926,46.324867,333.73343,119.523315,561.9354,14.428808,308.29565,18.132803,42.197395,72.11332,531.8045,91.22212,80.43843,98.719376,61.777393,177.2928,419.19287
53.115623,73.93717,14.861235,85.07176,35.724785,352.51187,82.65503,615.40546,9.703047,308.11237,9.516477,28.092031,31.852888,611.4405,64.83731,69.23963,68.855896,56.160675,146.05595,456.10056
69.27999,93.0898,18.682793,93.70621,37.74373,349.06537,80.21051,536.35004,22.45199,294.38177,15.67038,44.308884,52.10328,465.79633,66.3098,124.73109,91.92496,98.25581,158.28902,414.88763
70.36735,96.83511,18.44236,94.579,28.377188,327.7362,83.6249,312.7801,23.661814,235.22165,16.000158,41.935715,61.842922,380.19644,52.510338,140.20514,86.57211,86.02173,135.06888,308.5074
51.773663,100.394165,15.507106,105.66439,25.924326,280.34836,89.67207,347.37527,22.917688,220.51562,15.6079855,42.27349,66.20138,350.62897,59.756577,119.07958,89.13982,120.79414,146.84639,350.90836
47.88241,83.74657,9.902978,58.036404,16.567915,342.99252,51.928303,351.67908,18.066425,242.76826,9.845506,28.23572,36.65751,406.04352,43.58554,127.11847,77.70315,73.27385,119.641174,360.3377
56.836617,102.67233,14.362509,107.20589,32.915012,290.6546,123.9216,500.94257,13.044224,268.32672,15.646322,39.977123,64.01354,523.1577,83.52983,80.098885,96.78169,105.9747,186.65337,468.28137
71.51693,122.1885,18.60355,104.19487,32.594482,332.0351,104.84811,415.42953,19.035904,271.66733,15.005955,45.270344,54.837204,465.70026,80.457664,122.404724,84.26141,100.51858,178.68243,404.88538
46.728523,80.79109,11.321108,91.32748,37.715675,310.14902,145.75217,803.71704,6.9624586,311.19058,9.831418,36.527557,39.510956,744.4901,125.82772,42.616405,73.095566,79.02231,264.12592,710.6809
97.183205,108.327255,22.726841,101.29836,37.587246,365.09995,109.05676,370.09695,23.332794,241.02715,18.786272,46.683834,64.48987,486.31763,87.24183,164.84576,110.7632,114.94077,169.2445,396.05756
86.36218,144.22305,27.743465,150.19481,48.28021,339.97458,133.42786,397.41962,31.87103,271.65128,33.83182,64.0463,84.80255,450.5567,83.907974,148.0844,108.32567,137.93507,183.55788,447.4876
76.810844,98.372116,16.983932,90.06179,27.524899,345.28854,81.39498,311.12442,27.859615,254.35892,15.433179,42.006714,58.818836,373.7875,54.45247,151.06851,86.27811,98.069855,148.3347,308.88797
75.05398,91.34972,20.606638,103.0398,35.203545,325.12238,80.76483,409.72186,25.214867,273.5671,19.216953,46.044308,49.34904,397.1984,54.981903,132.1672,86.893196,99.12815,144.80708,344.75912
82.32194,116.17072,24.19067,109.26428,38.045418,355.38403,94.54452,359.73718,36.32016,278.1471,22.567133,57.691154,71.696075,410.67758,68.7898,159.72682,103.90082,111.72348,165.7641,350.73477
70.095,69.82732,13.82874,81.96714,25.455404,308.79843,73.065186,345.13464,18.98271,234.02946,15.695073,34.19458,63.21582,368.8703,48.13314,110.046974,77.635086,76.51282,129.33301,270.02496
101.45904,110.70238,29.780142,115.43838,56.27982,392.84973,129.9693,558.3079,31.36579,337.94122,25.47751,67.19733,62.108585,523.35895,126.64773,138.8566,115.89556,110.54743,219.92755,480.30045
61.9449,103.182,18.58448,100.812546,36.881683,286.24066,127.76319,543.3783,11.817134,251.6814,15.183092,45.573895,51.67321,527.04913,80.8607,72.39718,74.27784,84.437614,166.8058,479.17255
53.16575,65.478935,13.172934,82.76814,27.403563,281.58917,76.59786,411.22778,16.307894,225.3092,10.914566,37.721878,55.335743,358.11264,47.948376,91.78147,72.476906,81.78378,126.78085,337.00848
64.82519,92.08306,18.701708,97.934166,28.22035,321.76907,81.447395,388.5227,32.647747,245.79578,18.422039,47.293922,63.8852,372.7962,61.496838,134.45786,96.63463,109.68126,143.02249,353.40283
69.95513,89.995026,18.019054,88.9734,35.452007,329.5643,92.68922,469.41614,21.102156,279.4004,14.361104,52.520496,62.964375,463.37442,83.48601,122.48081,96.22954,107.992615,147.50768,420.185
86.5633,121.62378,20.529476,100.03812,31.49304,354.79916,92.28274,356.61414,25.305328,255.77063,19.5197,48.813206,69.85327,415.1647,73.88768,167.17899,107.17736,105.18039,134.6592,358.9909
71.488716,135.97522,24.831102,124.26312,39.55828,328.89932,115.293076,401.43344,29.688795,280.8402,24.96414,65.45555,74.41243,406.55103,86.965195,147.3268,104.70397,140.05365,163.1252,417.7242
68.447876,138.36656,20.300667,87.53691,33.80612,402.75195,80.26657,499.57602,19.611769,320.0238,14.827447,45.722507,29.188383,549.1483,65.55174,140.14012,91.37329,98.48285,139.85883,475.20642
86.820465,142.40279,25.966015,107.16231,54.420853,372.39777,173.94963,692.7303,12.76343,345.4845,17.214,62.851723,60.429688,716.67377,156.51741,78.60305,103.45259,92.19225,199.2339,613.78796
105.0828,114.48908,28.001945,120.97849,46.833004,363.21448,116.63494,375.34494,33.6556,277.284,26.8659,57.611305,85.26111,424.2548,83.69339,170.69736,114.168785,111.914185,180.80202,353.51004
89.161766,102.57487,25.448996,106.30017,42.13692,345.53323,113.84179,486.17535,22.871956,274.6354,22.4167,53.38433,75.28983,465.60477,93.23632,126.28927,109.88313,85.162796,161.19456,418.4867
105.74968,106.542786,28.837008,121.62338,53.676384,345.11688,119.14472,458.12497,30.497454,281.46622,27.055088,59.077694,62.1286,485.40274,96.330086,149.82079,105.672195,107.3086,213.67278,400.44022
70.44386,128.05313,19.427324,109.29142,28.08315,336.24716,94.44013,264.61224,30.530272,224.17253,19.206942,46.17958,72.36472,349.84274,56.950935,177.34494,95.99045,132.77274,142.19214,318.60715
47.343254,98.42909,13.649247,70.897995,28.67617,379.9712,64.82188,521.0841,24.08423,319.17444,8.903569,38.67305,26.17783,446.1571,52.433857,115.49639,63.423264,98.17121,154.18611,462.03943
70.509155,64.08442,16.429747,87.885826,39.366123,362.49728,91.15672,637.81555,13.389647,315.58057,11.4237795,35.61177,35.684807,553.0644,74.78871,74.33065,80.09783,61.129883,170.4997,462.7568
58.29148,101.95746,16.97304,92.93325,28.940237,352.579,76.534355,439.51193,29.487896,298.6244,13.07354,50.90994,46.646667,418.4674,65.1178,138.29704,90.53286,131.98468,151.07402,378.87152
65.9419,96.16357,14.319338,88.94235,34.19549,339.89963,139.03348,655.71173,10.000966,284.01913,10.369281,39.716724,41.12963,665.0864,106.54306,67.62206,89.47513,88.868935,198.31413,590.61707
51.256756,94.680435,18.38236,106.629326,30.814089,307.56836,76.17191,431.78867,23.358952,256.48724,17.91823,43.25226,54.95871,400.65677,49.915558,111.69977,80.74651,99.0415,136.4283,397.06866
66.38747,99.80154,14.01017,79.95869,22.55392,312.8562,77.446655,286.27765,24.33431,208.5964,13.648099,37.716988,63.5754,345.24213,50.324364,146.0193,79.359726,101.33081,134.43895,318.30243
89.831894,105.97744,24.401684,95.406746,41.061104,386.98538,90.199135,437.14673,33.142975,306.74014,19.285223,59.14965,54.828236,450.2043,77.00544,153.16045,103.29434,110.96193,164.09714,398.66904
73.083,68.269424,16.274668,83.79174,39.647747,339.5641,115.284195,708.0387,11.784871,312.25925,12.58378,40.78557,44.54087,577.7108,106.05661,72.86503,103.75802,74.230804,171.93155,517.6747
49.807377,95.29538,11.955224,72.10486,23.058771,325.79636,65.53453,405.37302,17.331326,281.87598,10.947319,29.926401,36.977303,454.01157,46.04664,98.85929,73.90869,78.605934,159.10437,371.87738
72.85583,106.612495,18.786358,103.48124,32.137253,323.24664,89.94257,364.78906,23.475973,254.21815,16.625088,43.923985,67.34702,389.1779,65.3911,135.7449,91.24789,103.52703,139.69238,334.48566
91.498375,128.0729,28.006607,110.8351,39.767967,362.49997,101.76264,368.05325,33.502293,292.89304,25.217764,61.252872,64.482216,419.03494,70.92725,181.0467,100.96507,122.338844,167.65387,367.10742
85.70805,152.1463,22.85669,119.73671,35.518944,362.04877,105.51131,294.36514,25.700989,261.64624,22.322563,53.18772,82.205894,429.13873,66.048706,177.42303,102.43804,127.63826,133.30174,345.54202
68.770935,120.7396,14.727835,90.14507,27.346252,405.0908,94.84144,430.99747,22.770182,320.6807,13.452766,39.708447,58.051186,514.4749,72.446304,135.43298,101.077156,90.2498,178.54723,454.55716
72.40223,111.708694,18.286497,104.95757,44.85937,394.08405,157.42471,683.55304,9.342114,342.80014,12.28043,47.05946,55.21006,698.79645,152.73665,82.271194,96.28443,91.38421,216.97185,576.8977
52.206272,55.117504,11.196237,64.59197,42.470688,369.24338,130.36635,1143.7595,3.3387017,359.71735,4.8780346,26.670458,27.153904,967.1728,185.26802,19.822884,72.221146,30.417303,219.0407,852.2472
90.106346,121.58859,26.43427,113.08069,43.42955,385.4424,101.81616,435.267,37.80128,313.51523,25.872229,62.767498,56.687466,463.05792,87.81794,172.0551,111.21765,125.62066,187.02417,425.56256
65.03764,91.0141,18.172234,106.49745,35.815517,338.53317,100.1686,577.35077,25.315178,290.4065,17.218431,53.45401,51.31016,499.15762,75.709854,116.601166,101.398254,115.05318,182.97368,475.16806
60.40177,80.96556,13.175654,81.78876,24.44915,336.96805,69.14432,461.7746,21.630844,262.73273,10.257944,37.624104,39.551384,432.6022,55.758606,111.89131,83.36028,90.711525,142.66428,407.21417
61.131523,77.8461,17.297955,86.593544,28.088026,334.36566,74.336205,394.121,23.945751,251.6143,12.755183,38.347378,48.261406,395.03442,54.261635,125.16297,82.61186,102.76011,135.16556,315.1929
95.9929,146.83186,33.854416,133.8784,48.17472,355.5642,115.65878,356.91403,35.717255,276.78262,31.455002,73.053856,78.90786,417.98273,84.83686,180.73561,119.37918,139.07704,158.05898,373.57526
77.35268,90.299835,16.244682,86.32269,30.190384,345.15048,97.14406,435.50317,20.143074,263.7915,13.744074,41.773106,50.260445,461.5947,80.84512,129.31378,97.71369,105.06183,163.14836,426.95483
91.9927,146.11163,26.40223,121.45305,49.16749,341.69504,126.042336,473.5677,29.04359,336.15417,23.320398,64.31391,64.870125,515.23425,88.24236,125.7603,109.21964,130.38066,196.30392,470.78537
114.18244,159.19757,38.184525,148.66539,52.374367,373.4345,124.666695,342.30338,47.3648,295.23096,37.745735,79.20479,82.20512,438.23907,87.26612,217.8689,124.13579,157.74847,184.78944,375.53104
80.51628,96.91069,21.673655,94.04314,34.470158,354.72675,93.79018,392.3752,24.121788,271.73077,18.058502,43.221367,72.48996,410.61517,71.54966,135.5773,96.43205,85.97354,151.31683,350.87766
90.17505,110.169464,22.933846,105.07673,33.793385,377.27512,95.456924,351.37326,34.451054,273.6875,20.107674,53.089043,65.45813,396.46307,69.41392,176.7403,105.13829,111.140335,152.65771,364.28415
88.14786,155.79855,26.574821,104.1482,38.852222,344.8348,114.44255,393.85995,26.826061,293.26123,19.34635,59.117275,66.64806,483.38446,82.501366,139.64626,98.0626,113.63173,159.78139,395.69983
76.46791,78.59811,17.787792,96.85501,51.572727,378.9293,144.40099,800.09125,10.910402,334.5544,12.051572,38.41823,44.696495,696.62616,158.7571,62.70847,86.18707,62.75781,260.59442,625.83307
85.886215,137.90317,24.256605,105.251335,37.96544,373.97784,105.87167,388.01404,34.516525,310.69095,22.393265,58.188866,81.01759,484.28632,82.24714,164.81512,123.32769,112.210754,171.55014,395.09808
42.41653,89.05697,12.646968,83.861206,18.006258,329.49713,64.75894,323.55008,29.884796,244.4853,12.798597,34.917053,48.449966,314.48712,44.72773,138.07588,72.48032,112.06519,137.89296,325.36197
67.62062,83.893776,15.690385,75.85614,30.348692,372.6196,79.76817,459.13388,24.422077,284.9923,11.800643,39.10167,38.72553,440.21338,59.044987,116.92236,84.39019,92.3702,156.28207,393.43942
39.412724,66.72393,10.17183,91.37863,21.28906,232.83931,60.902027,424.11264,18.941008,210.7139,12.288565,34.175938,49.259907,343.1166,39.713722,84.29783,67.62561,100.96271,114.20798,371.39633
64.181755,110.8109,14.903811,88.55788,24.986311,335.58875,78.64141,361.3864,19.048016,242.63231,14.933377,34.583107,54.022415,434.64835,60.845932,143.91948,101.75724,95.815,140.05322,363.71182
80.019455,114.68118,23.01275,120.24957,35.348206,312.9489,93.393906,361.1846,33.881874,268.18665,23.59606,61.231598,63.546867,382.88434,71.5346,166.64743,104.09067,144.18016,154.92215,332.4143
71.27305,82.54077,20.943844,110.8524,35.313984,316.50378,76.38915,433.06448,32.38142,278.00348,20.570726,54.103313,55.094395,368.73123,56.55194,138.94969,89.089455,132.65222,147.66977,332.0516
70.34106,92.560104,16.089493,86.02852,41.404488,366.90494,128.54898,721.2924,9.562308,286.07053,12.595966,33.43674,36.97548,765.78656,113.4794,71.58995,98.46496,72.829025,222.50583,606.34796
69.27697,104.767456,16.021557,93.11772,37.0143,349.75717,130.34406,627.17786,11.23474,300.31183,11.708501,43.82145,44.584454,625.8094,109.89946,74.69279,105.28627,84.25371,172.69482,570.32434
74.50356,105.58328,25.270819,117.66909,41.130707,331.1112,110.93441,481.43146,20.09955,247.60304,17.694057,54.957085,54.779118,520.86774,106.20896,128.44756,99.745575,98.90096,160.46939,481.59647
44.62945,113.696335,12.588636,69.52341,23.841536,389.85162,79.27313,634.13824,14.493603,351.8714,9.335699,34.430447,24.11019,645.28937,75.14315,102.392365,76.559044,77.20794,183.27382,594.3643
74.363174,97.88144,19.482822,80.43192,34.286106,369.1325,91.90906,470.1419,24.823048,267.14484,16.047174,49.520657,37.395042,474.3747,92.04479,160.45586,84.517365,104.18064,183.3403,453.49387
